sector,name,date,symbol,price_open,price_close,price_high,price_low,high_52wk,low_52wk,market_cap,shares_outstanding,float_shares,weekly_avg_volume,free_float_pct,dividend_yield,eps,net_income_margin,price_to_book,price_to_earnings,peg_ratio
CHEMICAL,Ghani Global Holdings Limited,2026-07-21,GGL,23.88,24.79,25.8,23.52,31.31,14.1,8.78B,354.12M,177.06M,2.71M,50,0,9.78,31.53,1.09,2.54,0.05
GLASS & CERAMICS,Ghani Glass Limited,2026-07-21,GHGL,38.5,38.3,38.99,38,52.25,27.78,38.29B,999.71M,349.9M,91.97K,35,5.22,6.21,13.11,0.95,6.17,0.25
AUTOMOBILE ASSEMBLER,Ghandhara Industries Limited,2026-07-21,GHNI,1187,1161.52,1210,1154,1285.15,590,49.49B,42.61M,14.91M,309.23K,35,0.86,162.33,11.84,2.69,7.16,0.02
FOOD & PERSONAL CARE PRODUCTS,Good Luck Industries Ltd.,2026-07-21,GIL,0,1000,0,0,0,0,0,0,0,0,0,0.3,15.14,0.25,0,66.03,-14.54
PHARMACEUTICALS,GlaxoSmithKline Pakistan Limited,2026-07-21,GLAXO,355,352.79,355.87,352.47,459.94,293.09,112.35B,318.47M,63.69M,186.28K,20,4.82,33,15.6,3.1,10.69,0.17
MISCELLANEOUS,GOC (Pak) Limited.,2026-07-21,GOC,211.03,204.46,214.9,196.13,214.9,77,1.5B,7.35M,1.1M,45.5K,15,0.49,4.14,6.12,2.09,49.34,1.82
AUTOMOBILE PARTS & ACCESSORIES,Ghandhara Tyre & Rubber Company Limited,2026-07-21,GTYR,34.03,32.97,34.25,32.8,49.46,22.26,4.02B,121.93M,48.77M,4.57M,40,0,-6.34,-4.84,0.63,-5.2,0.56
GLASS & CERAMICS,Ghani Value Glass Limited,2026-07-21,GVGL,55.25,54.98,55.79,54.03,75,43.65,8.24B,149.94M,29.38M,2.91K,19.59,5.46,6.64,15.54,1.64,8.27,
CEMENT,Gharibwal Cement Limited,2026-07-21,GWLC,49.3,49.62,50.43,49.3,77.96,38.75,19.86B,400.27M,40.03M,122.98K,10,3.02,6.74,12.64,0.72,7.36,0.49
TEXTILE COMPOSITE,Hala Enterprises Limited,2026-07-21,HAEL,29.5,28.21,29.5,28.16,37.96,14.91,366.63M,13M,1.95M,23.72K,15,,,,,,
TEXTILE COMPOSITE,Hafiz Limited,2026-07-21,HAFL,500,500.04,528,500,629.5,283.58,600.05M,1.2M,42.48K,114.8,3.54,,,,,,
PHARMACEUTICALS,Haleon Pakistan Limited,2026-07-21,HALEON,759.95,761.63,766.85,758,1010,655,89.15B,117.05M,15.74M,37.26K,13.44,3.94,55.96,15.35,6.12,13.61,0.19
AUTOMOBILE ASSEMBLER,Honda Atlas Cars (Pakistan) Limited,2026-07-21,HCAR,241.16,239.99,243.69,239.55,321,147.5,34.27B,142.8M,28.56M,565.17K,20,3.75,22.64,2.64,1.35,10.6,32.55
AUTOMOBILE ASSEMBLER,Hinopak Motors Limited,2026-07-21,HINO,400,410.07,423.8,400,634.5,264.69,10.17B,24.8M,2.55M,11.89K,10.28,2.66,21.82,4.92,1.68,18.79,0.26
PHARMACEUTICALS,Highnoon Laboratories Limited,2026-07-21,HINOON,999.9,988.49,999.9,980.01,1241,755.56,52.37B,52.98M,21.19M,20.02K,40,5.06,75.63,14.32,3.54,13.07,0.31
PHARMACEUTICALS,Hoechst Pakistan Limited,2026-07-21,HPL,4049.99,4086.92,4094,4010,4889.99,2925.66,39.42B,9.64M,964.48K,60.8,10,5.87,317.04,9.84,4.43,12.89,0.28
SUGAR & ALLIED INDUSTRIES,Habib Rice Product Limited.,2026-07-21,HRPL,20.6,20.54,20.6,20.25,37,16.51,821.6M,40M,8M,43.75K,20,0,-3.09,-5.61,1.1,-6.65,0.28
OIL & GAS MARKETING COMPANIES,Hi-Tech Lubricants Limited,2026-07-21,HTL,41.05,40.84,41.7,40.65,66.5,31.01,5.69B,139.2M,34.8M,301.6K,25,0,3.83,1.49,0.87,10.68,1.03
POWER GENERATION & DISTRIBUTION,The Hub Power Company Limited,2026-07-21,HUBC,221.01,219.38,223.35,219,249.99,144,284.57B,1.3B,972.87M,2.63M,75,11.4,34.65,63.41,1.26,6.33,-5.07
SYNTHETIC & RAYON,Ibrahim Fibres Limited,2026-07-21,IBFL,304.99,302.18,305,297.62,397.32,176.55,93.83B,310.51M,15.53M,1.63K,5,0,-1.49,-0.44,1.63,-202.43,-18.73
PHARMACEUTICALS,IBL HealthCare Limited,2026-07-21,IBLHL,51.05,50.75,51.75,50.62,85.82,36,5B,98.53M,24.63M,171.31K,25,0,2.44,5.36,2.01,20.8,5.34
TEXTILE WEAVING,ICC Industries Limited,2026-07-21,ICCI,13.12,13.66,13.89,13.12,17.91,8.61,409.82M,30M,4.5M,28.23K,15,,,,,,
CHEMICAL,Ittehad Chemicals Limted,2026-07-21,ICL,138.88,139.29,142.12,138,176,82.06,13.93B,100M,45M,67.65K,45,2.15,13.74,4.34,1.27,10.14,0.39
TEXTILE SPINNING,Ideal Dynamics Limited,2026-07-21,IDEAL,50,51.1,52.95,50,87.7,15.75,506.91M,9.92M,1.49M,13.04K,15,,,,,,
TEXTILE SPINNING,Idrees Textile Mills Limited,2026-07-21,IDRT,38.25,39.6,41.72,38.25,68.08,19.3,786.17M,19.85M,1.99M,54.08K,10,,,,,,
TEXTILE COMPOSITE,Interloop Limited,2026-07-21,ILP,101.01,101.87,104.25,99.5,110.5,67,142.79B,1.4B,280.34M,853.74K,20,2.94,8.3,6.45,2.34,12.28,0.2
APPAREL,Image Pakistan Limited,2026-07-21,IMAGE,26.7,26.62,26.98,26.3,32.46,19,6.13B,230.37M,149.74M,621.05K,65,7.51,3.49,17.93,1.26,7.62,
ENGINEERING,International Industries Limited,2026-07-21,INIL,168,163.93,169.9,163,249,127.3,21.62B,131.88M,59.35M,113.18K,45,3.66,14.32,1.72,0.67,11.45,-3.67
APPAREL,International Knitwear Limited,2026-07-21,INKL,93.5,93.59,96.79,93.5,126,30.15,905.48M,9.68M,3.87M,3.9K,40,,,,,,
"PAPER, BOARD & PACKAGING",International Packaging Films Limited,2026-07-21,IPAK,36,36,36.48,35.55,38,21.02,26.47B,735.21M,220.56M,428.35K,30,1.59,3.81,7.22,2.07,9.46,
REAL ESTATE INVESTMENT TRUST,Image Reit,2026-07-21,IREIT,8.01,8.07,8.12,8.01,13.05,7.26,2.23B,275.86M,96.55M,170.19K,35,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Ismail Industries Limited,2026-07-21,ISIL,1913,1936.95,1930.01,1913,2370,1725.01,128.53B,66.36M,3.32M,222.6,5,0.26,62.5,3.31,4.64,30.99,0.47
ENGINEERING,International Steels Limited,2026-07-21,ISL,82.99,82.32,83.99,82.15,135,65.45,35.81B,435M,152.25M,253.78K,35,5.47,6.93,3.59,1.4,11.87,-2.86
TECHNOLOGY & COMMUNICATION,Itanz Technologies Limited,2026-07-21,ITANZ,41,41.14,42.42,39,42.42,39,4.88B,118.6M,48.52M,2.26M,40.91,,,,,,
ENGINEERING,Ittefaq Iron Industries Limited,2026-07-21,ITTEFAQ,9.18,8.93,9.18,8.81,12.64,5.75,1.29B,144.34M,93.82M,11.29M,65,0,-3.91,-27.88,0.44,-2.29,
TEXTILE SPINNING,J.A. Textile Mills Limited,2026-07-21,JATM,37.5,35.3,37.5,35.06,49.08,14.61,444.82M,12.6M,1.89M,7.93K,15,,,,,,
TEXTILE SPINNING,Janana De Malucho Textile Mills Limited,2026-07-21,JDMT,148.48,149.19,152.75,145.02,175,60.1,1.03B,6.92M,2.07M,80.96K,30,,,,,,
SUGAR & ALLIED INDUSTRIES,JDW Sugar Mills Limited,2026-07-21,JDWS,951,951.02,961.98,938.16,1026,780,54.95B,57.78M,8.67M,183,15,5.26,172.77,7.74,1.41,5.5,0.13
SUGAR & ALLIED INDUSTRIES,Jauharabad Sugar Mills Limited,2026-07-21,JSML,63.5,61.77,63.5,61.15,147.5,40.61,2.11B,34.13M,13.65M,54.31K,40,0,5.89,1.94,0.22,10.48,0.33
PROPERTY,Javedan Corporation Limited,2026-07-21,JVDC,145,143.3,146.87,142.5,163.9,65.15,54.58B,380.86M,190.43M,585.62K,50,3.49,10.67,38.34,1.97,13.44,-0.01
GLASS & CERAMICS,Karam Ceramics Limited,2026-07-21,KCL,141,141.37,141,141,195.69,141,2.06B,14.55M,10.91M,176.2,75,,,,,,
POWER GENERATION & DISTRIBUTION,K-Electric Limited,2026-07-21,KEL,7.35,7.4,7.49,7.33,9.58,4.91,204.35B,27.62B,2.76B,25.71M,10,0,0.42,2.19,1.78,17.75,
TEXTILE COMPOSITE,Khyber Textile Mills Limited,2026-07-21,KHYT,2054,2163.06,2265,2021,2689,1131.01,2.66B,1.23M,20.67K,404,1.68,,,,,,
CEMENT,Kohat Cement Company Limited,2026-07-21,KOHC,95.21,94.03,96.49,93.8,567.99,74,86.44B,919.31M,229.83M,634.25K,25,0,10.62,25.96,1.56,8.85,0.32
POWER GENERATION & DISTRIBUTION,Kohinoor Energy Limited,2026-07-21,KOHE,15.78,15.51,15.93,15.51,23.49,12.33,2.63B,169.46M,67.78M,55.45K,40,0,3.94,15.83,0.58,3.93,-0.38
TEXTILE SPINNING,Kohat Textile Mills Limited,2026-07-21,KOHTM,139.98,136.08,141.69,135.5,210,40,2.83B,20.8M,6.24M,185.8K,30,1.47,14.85,3.65,0.58,9.17,0.23
SUGAR & ALLIED INDUSTRIES,Khairpur Sugar Mills Limited,2026-07-21,KPUS,1515.89,1515.89,1745,1515.89,2849.99,115.11,24.28B,16.02M,800.88K,17.9K,5,0,5.5,1.09,6.11,275.62,9.81
ENGINEERING,KSB Pumps Company Limited,2026-07-21,KSBP,255.61,257.86,261,247,261,155.2,7.97B,30.9M,8.37M,535.34K,27.08,0.39,7.14,3.26,1.87,36.11,3.66
TEXTILE COMPOSITE,Kohinoor Textile Mills Limited,2026-07-21,KTML,46.5,45.17,47.2,44.87,305,37.02,60.82B,1.35B,269.3M,1.54M,20,0.89,7.94,8.01,0.75,5.69,0.18
CHEMICAL,Lucky Core Industries Limited,2026-07-21,LCI,231,229.1,232.9,229,396,201.17,105.8B,461.8M,92.36M,71.5K,20,5,20.25,8.25,1.88,11.32,0.55
LEATHER & TANNERIES,Leather Up Limited,2026-07-21,LEUL,50.58,50.58,50.58,49,72.68,25.76,303.48M,6M,1.8M,38.98K,30,,,,,,
PHARMACEUTICALS,Liven Pharma Limited,2026-07-21,LIVEN,37,36.46,37.1,36.33,79.8,27.82,4.12B,113.04M,11.3M,35.83K,10,,,,,,
AUTOMOBILE PARTS & ACCESSORIES,Loads Limited,2026-07-21,LOADS,13.75,13.54,13.85,13.45,22.6,10.93,5.03B,371.25M,185.62M,1.16M,50,0,1.07,4.28,0.96,12.69,-0.01
CHEMICAL,Lotte Chemical Pakistan Limited,2026-07-21,LOTCHEM,29.93,29.32,30.1,29.25,34.3,18.41,44.4B,1.51B,378.55M,25.11M,25,22.17,3.09,5.49,2.19,9.48,-3.94
CHEMICAL,Leiner Pak Gelatine Limited,2026-07-21,LPGL,90.1,90.71,94.22,90.09,136,63.01,680.33M,7.5M,1.88M,4.2K,25,,,,,,
CEMENT,Lucky Cement Limited,2026-07-21,LUCK,449,450,462.39,449,529.5,339,659.25B,1.47B,439.5M,1.47M,30,0.89,56.88,16.86,1.63,7.91,0.16
"PAPER, BOARD & PACKAGING",MACPAC Films Limited,2026-07-21,MACFL,69.5,67.05,69.5,67,86.98,19.52,3.98B,59.3M,23.72M,798.52K,40,0.75,2.13,1.96,1.71,31.45,7.56
PHARMACEUTICALS,Macter International Limited,2026-07-21,MACTER,290.9,287.63,300,284.11,443.5,255.1,13.18B,45.81M,18.32M,26.66K,40,1.32,17.8,6.82,3.26,16.16,0.3
OIL & GAS EXPLORATION COMPANIES,Mari Energies Limited,2026-07-21,MARI,652.1,650.27,658,650,795,544.56,780.73B,1.2B,240.12M,480.12K,20,4.61,57.11,37.45,2.74,11.39,0.49
COMMERCIAL BANKS,Meezan Bank Limited,2026-07-21,MEBL,543.11,542.37,550.1,541.76,582,349.89,976.57B,1.8B,450.14M,830.74K,25,5.25,50.58,19.77,3.43,10.72,
TEXTILE COMPOSITE,Mehmood Textile Mills Limited,2026-07-21,MEHT,197,192.5,205,180,389,180,5.78B,30M,19.5M,21.72K,65,0,39.74,1.87,0.3,4.84,0.12
"PAPER, BOARD & PACKAGING",Merit Packaging Limited,2026-07-21,MERIT,9.88,10.01,10.19,9.72,14.69,7.1,2B,199.96M,39.99M,79.98K,20,0,-1.75,-10.52,0.85,-5.73,0.01
FOOD & PERSONAL CARE PRODUCTS,Mitchells Fruit Farms Limited,2026-07-21,MFFL,170.08,174.1,182,170.08,237,139.66,3.98B,22.88M,3.85M,2.44K,16.82,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Matco Foods Limited,2026-07-21,MFL,42.2,41.84,42.39,41.8,85.73,39.1,5.12B,122.4M,42.84M,205.35K,35,0,4.13,1.98,0.47,10.12,0.21
SUGAR & ALLIED INDUSTRIES,Mirpurkhas Sugar Mills Limited,2026-07-21,MIRKS,35.69,35.09,36.25,34.25,44.5,22.28,2.34B,66.56M,29.95M,67K,45,0,0.03,0.01,0.97,1280.66,19.01
CEMENT,Maple Leaf Cement Factory Limited,2026-07-21,MLCF,97.25,94.36,97.7,94.01,132.99,71,98.85B,1.05B,471.4M,12.02M,45,0,10.74,15.15,1.32,8.79,0.22
TEXTILE SPINNING,Maqbool Textile Mills Limited,2026-07-21,MQTM,33.4,31.09,33.4,31,49,17.97,573.05M,18.43M,4.61M,207.1K,25,0,-79.43,-17.35,1.81,-0.39,0.01
SUGAR & ALLIED INDUSTRIES,Mehran Sugar Mills Limited,2026-07-21,MRNS,63.97,63.38,64.69,63.12,94.01,52.32,4.75B,74.93M,26.22M,32.12K,35,10.26,22.15,14.35,1.02,2.86,
ENGINEERING,Metropolitan Steel Corporation Limited,2026-07-21,MSCL,22.03,21.04,22.5,20.95,46.53,12.05,651.77M,30.98M,7.74M,198.6K,25,,,,,,
AUTOMOBILE ASSEMBLER,Millat Tractors Limited,2026-07-21,MTL,286,287.58,292,286,636.99,281,114.75B,399.03M,179.56M,197.54K,45,6.09,18.49,12.64,14.84,15.56,0.89
ENGINEERING,Mughal Iron & Steel Industries Limited,2026-07-21,MUGHAL,83,79.8,83.06,79.22,113.99,59,26.78B,335.63M,117.47M,703.48K,35,0,6.37,2.8,0.89,12.52,0.88
MISCELLANEOUS,Mandviwala Mauser Plastic Industries,2026-07-21,MWMP,64,63.23,64.5,63.12,170.95,30.1,1.82B,28.75M,7.19M,15.71K,25,,,,,,
TEXTILE SPINNING,Nadeem Textile Mills Limited,2026-07-21,NATM,77,85.16,77,77,92.94,77,1.81B,21.27M,1.06M,1,5,0,-53.59,-51.27,0.83,-1.59,0.05
FOOD & PERSONAL CARE PRODUCTS,Nestle Pakistan Limited,2026-07-21,NESTLE,7656.95,7651.92,7656.95,7635,10524.97,7000,347.01B,45.35M,4.53M,109.6,10,7.28,393.76,8.81,12.91,19.43,1.27
TECHNOLOGY & COMMUNICATION,NetSol Technologies Limited,2026-07-21,NETSOL,122,121.64,122.84,121.21,164.59,87.66,10.93B,89.84M,26.95M,181.09K,30,0,32.29,21.96,0.87,3.77,0.09
TEXTILE COMPOSITE,Nishat Mills Limited,2026-07-21,NML,145.05,143.52,148.75,142.6,208.4,120,50.46B,351.6M,158.22M,1.97M,45,1.39,33.41,5.75,0.29,4.3,1.49
SUGAR & ALLIED INDUSTRIES,Noon Sugar Mills Limited,2026-07-21,NONS,104.97,101.49,104.97,99.19,157.1,70.02,1.68B,16.52M,3.3M,11.12K,20,3.94,39.15,4.55,0.8,2.59,0.17
REFINERY,National Refinery Limited,2026-07-21,NRL,432.35,414.56,444.99,412,477.45,224,33.15B,79.97M,26.31M,3.3M,32.91,0,108.68,2.33,0.56,3.81,0.01
CHEMICAL,Nimir Resins Limited,2026-07-21,NRSL,33.9,33.79,34.3,33.34,40.24,20.6,4.78B,141.32M,42.4M,12.39K,30,0,2.09,2.61,1.31,16.15,1.44
SYNTHETIC & RAYON,The National Silk & Rayon Mills Limited,2026-07-21,NSRM,329.37,329.37,329.37,329.37,329.37,84.01,5.12B,15.55M,777.66K,11.37K,5,0,6.79,4.51,3.2,48.53,0.25
TECHNOLOGY & COMMUNICATION,Octopus Digital Limited,2026-07-21,OCTOPUS,31.76,31.82,32.49,31.51,60.89,24.35,5B,157.26M,47.18M,106.25K,30,,,,,,
OIL & GAS EXPLORATION COMPANIES,Oil & Gas Development Company Limited,2026-07-21,OGDC,318.8,315.84,322.3,307.5,352,221.01,1.36T,4.3B,645.14M,3.79M,15,5.07,36.17,39.85,0.97,8.73,0.77
MODARABAS,OLP Modaraba,2026-07-21,OLPM,25.2,25,25.2,25,25.98,19,1.13B,45.38M,34.04M,12.32K,75,10,3.44,9.88,0.85,7.28,-1.85
MISCELLANEOUS,Olympia Mills Limited,2026-07-21,OML,124.95,130.17,130.17,120.02,130.17,25.8,1.56B,12M,1.2M,73.98K,10,,,,,,
MODARABAS,Orient Rental Mod,2026-07-21,ORM,10.44,10.47,10.63,10.42,16.79,9.2,785.25M,75M,26.25M,36.9K,35,,,,,,
PHARMACEUTICALS,Otsuka Pakistan Limited,2026-07-21,OTSU,409.99,411.08,418,401.2,447.94,254.95,4.97B,12.1M,3.02M,17.7K,25,0,28.78,8.39,4.62,14.29,1.83
CABLE & ELECTRICAL GOODS,Pak Elektron Limited,2026-07-21,PAEL,42.46,43.2,43.64,41.91,64.6,32.01,39.9B,923.65M,508.01M,5.47M,55,0,4.46,5.86,0.79,9.68,0.32
TECHNOLOGY & COMMUNICATION,Pak Datacom Limited,2026-07-21,PAKD,126.25,126.3,128,126.25,247.9,85.01,1.5B,11.86M,5.06M,3.41K,42.63,,,,,,
CHEMICAL,Pakistan Oxygen Limited,2026-07-21,PAKOXY,295,288.17,295,285.5,356.68,206,25.11B,87.12M,21.78M,4.35K,25,0,22.58,14.35,2.02,12.76,0.15
INSURANCE,Pak Qatar Family Takaful Limited,2026-07-21,PAKQATAR,21.98,21.18,22.19,20.22,29.4,15.24,4.89B,230.71M,80.75M,558.91K,35,,,,,,
TRANSPORT,Pakistan International Bulk Terminal,2026-07-21,PIBTL,16.9,16.74,17.25,16.7,22.97,9.33,29.9B,1.79B,803.74M,7.3M,45,0,1.18,14.81,1.7,14.2,8
TRANSPORT,Pakistan International Container,2026-07-21,PICT,50.88,53.18,54.65,50.88,59.75,23.65,5.8B,109.15M,21.83M,386.05K,20,0,-1.17,-1281.2,4.29,-45.31,2.07
MODARABAS,Popular Islamic Modaraba,2026-07-21,PIM,24.98,23.03,24.98,22.7,31.33,16.16,460.6M,20M,1M,14.85K,5,,,,,,
CEMENT,Pioneer Cement Limited,2026-07-21,PIOC,298.9,297.1,304,295.52,427.5,200.01,67.49B,227.15M,34.07M,911.56K,15,3.37,24.32,14.8,1.34,12.21,0.19
"PAPER, BOARD & PACKAGING",Packages Limited,2026-07-21,PKGS,800,800,800,795.01,855,611.01,71.5B,89.38M,17.88M,5.49K,20,2,-9.43,-0.43,1.09,-84.83,-3.59
SUGAR & ALLIED INDUSTRIES,The Premier Sugar Mills,2026-07-21,PMRS,549,502.27,549,490.02,835,260,1.88B,3.75M,387.66K,858,10.34,0,-300.03,-3.27,0.43,-1.67,-0.11
VANASPATI & ALLIED INDUSTRIES,Punjab Oil Mills Limited,2026-07-21,POML,172.98,166.7,172.98,162.57,240.95,113.11,1.29B,7.76M,3.11M,6.37K,40,,,,,,
CEMENT,Power Cement Limited,2026-07-21,POWER,20.75,21.3,21.55,20.6,24.26,13.65,27.49B,1.29B,452.11M,918.68K,35.03,0,2.24,8.78,1.16,9.5,0.15
OIL & GAS EXPLORATION COMPANIES,Pakistan Petroleum Limited,2026-07-21,PPL,221.75,219.78,224.4,218.75,284.6,163.5,598.01B,2.72B,669.51M,3.71M,24.61,3.87,28.99,33.84,0.8,7.58,
"PAPER, BOARD & PACKAGING",Pakistan Paper Products Limited,2026-07-21,PPP,135.1,135.5,136,135.1,279,91,1.08B,8M,4M,3.98K,50,3.69,17.67,7.84,0.6,7.67,0.31
INSURANCE,Pak Qatar General Takaful Limited,2026-07-21,PQGTL,14.52,14.47,14.95,14.41,19.8,10.25,1.46B,101.11M,40.44M,125.14K,40,,,,,,
FOOD & PERSONAL CARE PRODUCTS,At-Tahur Limited,2026-07-21,PREMA,31.95,31.12,31.95,30.95,56.38,23,6.8B,218.64M,65.59M,629.58K,30,0,2.73,9.01,1.12,11.38,0.25
REFINERY,Pakistan Refinery Limited,2026-07-21,PRL,50.99,49.19,53.74,47.9,53.74,23.2,30.99B,630M,227.29M,32.97M,36.08,0,19.07,3.89,0.8,2.58,0.02
MISCELLANEOUS,Pakistan Services Limited,2026-07-21,PSEL,904.95,896.74,904.95,885.02,1635,799,29.17B,32.52M,30.82M,743.6,94.76,0,5.58,1.22,0.65,160.69,5.49
OIL & GAS MARKETING COMPANIES,Pakistan State Oil Company Limited,2026-07-21,PSO,349,346.95,353.5,346.03,506.75,320.11,162.88B,469.47M,234.74M,1.91M,50,2.88,92.73,1.35,0.56,3.74,0.03
SYNTHETIC & RAYON,Pakistan Synthetics Limited,2026-07-21,PSYL,149,148.62,149.96,136,158,52.26,20.61B,138.7M,6.93M,1.31K,5,0,3.38,3.07,4.1,43.92,1.1
AUTOMOBILE PARTS & ACCESSORIES,Panther Tyres Ltd.,2026-07-21,PTL,55.97,54.88,56.75,54.5,65.88,45.12,9.22B,168M,42M,2.3M,25,7.29,6.4,3.09,1.14,8.58,
TECHNOLOGY & COMMUNICATION,Quantum Data Technologies Limited,2026-07-21,QTECH,51,51.18,53.55,50.98,57.8,23.1,6.22B,121.58M,30.39M,3.1M,25,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Quice Food Industries Limited,2026-07-21,QUICE,33.5,33.15,34.48,30.06,46.06,7.51,3.26B,98.46M,68.92M,714.73K,70,,,,,,
TEXTILE COMPOSITE,Redco Textiles Limited,2026-07-21,REDCO,30,30.15,30.79,30,40.4,14.9,1.49B,49.29M,2.46M,5.78K,5,,,,,,
TEXTILE COMPOSITE,Reliance Weaving Mills Limited,2026-07-21,REWM,188,194.02,194.02,180,244.05,96.02,5.98B,30.81M,10.78M,3.1K,35,,,,,,
FOOD & PERSONAL CARE PRODUCTS,Rafhan Maize Products Company Limited,2026-07-21,RMPL,9211.2,9263.65,9450,9211.2,13565.64,8500,85.56B,9.24M,461.82K,114.4,5,5.12,715.93,9.02,2.74,12.94,3.24
"PAPER, BOARD & PACKAGING",Roshan Packages Limited,2026-07-21,RPL,16.37,16.82,17.18,16.37,25.05,12,2.39B,141.9M,44.42M,467.43K,31.3,0,0.13,0.16,0.27,133.49,-35.74
SYNTHETIC & RAYON,Rupali Polyester Limited,2026-07-21,RUPL,30.89,30.64,30.89,30.36,42.79,23.11,1.04B,34.07M,10.22M,1.3K,30,0,-20.94,-21.91,0.18,-1.46,0.03
SUGAR & ALLIED INDUSTRIES,Sanghar Sugar Mills Limited,2026-07-21,SANSM,120.25,121.59,129.9,120.25,148.99,120.25,1.45B,11.95M,6.57M,84.4,55,0,15.39,3.07,0.45,7.9,0.07
TEXTILE COMPOSITE,Sapphire Textile Mills Limited,2026-07-21,SAPT,1490,1485.8,1490,1480.9,1606,1164,32.23B,21.69M,2.17M,34.4,10,0.67,387.04,5.77,0.4,3.84,0.25
CHEMICAL,Sardar Chemical Industries Limited,2026-07-21,SARC,110,103.89,110,103,120.32,46.68,623.34M,6M,2.7M,64.14K,45,,,,,,
SUGAR & ALLIED INDUSTRIES,Sindh Abadgars Sugar Mills Limited,2026-07-21,SASML,389.94,366.01,389.94,350,469.49,70.9,3.82B,10.43M,2.61M,188.6,25,0.55,6.09,1.12,1.43,60.14,2.19
AUTOMOBILE ASSEMBLER,Sazgar Engineering Works Limited,2026-07-21,SAZEW,1984,1964.19,2008,1958,2487,1151,118.73B,60.45M,21.16M,127.62K,35,3.56,303.75,12.89,3.34,6.47,0
FOOD & PERSONAL CARE PRODUCTS,Shield Corporation Limited,2026-07-21,SCL,750,750.07,750,750,1125,288,2.93B,3.9M,195K,256,5,0,-53.91,-8.05,9.44,-13.91,1.05
PHARMACEUTICALS,The Searle Company Limited,2026-07-21,SEARL,93.3,91.48,94.25,91.01,137.44,76.37,53.81B,588.22M,294.11M,1.88M,50,0,2.04,6.01,1.57,44.93,188.01
POWER GENERATION & DISTRIBUTION,Sitara Energy Limited,2026-07-21,SEL,29.15,29.49,31.46,28.54,45.56,11.01,563.02M,19.09M,10.5M,14.14K,55,,,,,,
TECHNOLOGY & COMMUNICATION,Select Technologies Limited,2026-07-21,SELECT,29.33,29.09,29.67,29.01,33.6,28.6,25.86B,888.89M,88.89M,2.15M,10,,,,,,
TEXTILE SPINNING,Service Industries Textiles Limited,2026-07-21,SERT,52.55,50.44,53.85,50.44,84.49,19.17,695.44M,13.79M,2.07M,583.27K,15,,,,,,
LEATHER & TANNERIES,Service GlobalFootwear Limited,2026-07-21,SGF,118.08,117.29,118.94,116,141.89,71.51,24.22B,206.47M,51.62M,128.99K,25,1.71,11.16,12.03,2.73,10.51,
POWER GENERATION & DISTRIBUTION,S.G. Power Limited,2026-07-21,SGPL,85,79.5,92.44,79.05,129.07,7.2,1.42B,17.83M,16.05M,2.86M,90,,,,,,
TEXTILE SPINNING,Shadman Cotton Mills Limited,2026-07-21,SHCM,48.05,48.5,51,46.1,96.58,30.52,855.38M,17.64M,1.76M,13.3K,10,,,,,,
TEXTILE SPINNING,Shadab Textile Mills Limited,2026-07-21,SHDT,56.2,55.14,57.85,55.1,81,36.46,1.26B,22.85M,8M,131.82K,35,,,,,,
MISCELLANEOUS,Shifa International Hospitals Limited,2026-07-21,SHFA,535,528.75,545,525.5,615.28,424.13,33.42B,63.21M,28.45M,16.32K,45,0.95,41.05,8.72,2.02,12.88,0.26
SUGAR & ALLIED INDUSTRIES,Shahmurad Sugar Mills Limited,2026-07-21,SHSML,360,361.12,373.95,346.05,549,326,7.63B,21.12M,7.39M,18.81K,35,5.54,41.33,4.41,0.59,8.74,0.78
CABLE & ELECTRICAL GOODS,Siemens (Pakistan) Engineering,2026-07-21,SIEM,1518.03,1533.99,1518.03,1518.01,1740,1335,12.65B,8.25M,412.35K,31.4,5,0,31.37,2.85,2.04,48.9,-2.55
MODARABAS,Sindh Modaraba,2026-07-21,SINDM,23.47,23.48,23.75,23,41.25,12,1.06B,45M,4.5M,7.05K,10,,,,,,
CHEMICAL,Sitara Chemical Industries Limited,2026-07-21,SITC,799.98,816.19,840,798,1060,553.3,17.49B,21.43M,6.43M,5.51K,30,1.35,65.36,4.3,0.88,12.49,0.72
TRANSPORT,Secure Logistics-Trax Group Limited,2026-07-21,SLGL,16.45,16.2,16.54,16.1,26.5,13,6.83B,421.79M,126.54M,2.28M,30,,,,,,
AUTOMOBILE PARTS & ACCESSORIES,Service Long March Tyres Limited,2026-07-21,SLM,24.25,23.96,24.45,23.9,26.25,21.95,186.76B,7.79B,779.48M,3.36M,10,,,,,,
CEMENT,Safe Mix Concrete Limited,2026-07-21,SMCPL,42.95,42.39,42.95,41.9,57.3,23.52,1.06B,25M,7.5M,17.64K,30,,,,,,
TEXTILE SPINNING,Sana Industries Limited,2026-07-21,SNAI,37,38.79,38.49,36.1,43.9,24.5,774.44M,19.96M,6.99M,904.8,35,0,6.54,5.84,1.08,5.93,-0.6
OIL & GAS MARKETING COMPANIES,Sui Northern Gas Pipelines Limited,2026-07-21,SNGP,107.89,104.9,109.48,104,142.6,83.2,66.53B,634.22M,253.69M,3M,40,2.86,22.94,1.17,0.84,4.57,-0.82
